"id","question_text","opt1","opt2","opt3","opt4","reason1","reason2","reason3","reason4","concept","prereqs","a_vector","d_param","correct_option","status","review_notes","content_validated","misconception_validated","concept_id","prereq_ids","skill_vector","question_type","difficulty_tier","estimated_time_sec","item_exposure_limit","version","z1","z2","z3","z4"
"NCERT_HighSpinLowSpin_05","The low-spin configuration is favored when:","The ligand is weak field (e.g., F⁻, H₂O).","The complex is tetrahedral.","The metal ion has a high oxidation state and/or the ligand is strong field (e.g., CN⁻, CO).","The metal ion has a low oxidation state.","Incorrect. Weak field favors high-spin.","Incorrect. Tetrahedral complexes have small Δₜ and are almost always high-spin.","Correct. High oxidation state increases Δ₀; strong field ligands also increase Δ₀, both making Δ₀ > P and favoring low-spin.","Incorrect. Low oxidation state decreases Δ₀, favoring high-spin.","High-Spin vs Low-Spin Complexes","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.3","3","reviewed","","True","True","High-Spin vs Low-Spin Complexes","Crystal Field Splitting in Octahedral Field","[0, 0, 1]","conceptual","advanced","120","60","1.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_HighSpinLowSpin_06","Which of the following statements is correct about high-spin and low-spin complexes?","High-spin complexes have more unpaired electrons than low-spin complexes for the same d-electron count.","Low-spin complexes are always diamagnetic.","High-spin complexes are always paramagnetic.","Low-spin complexes always have zero unpaired electrons.","Correct. For a given dⁿ, low-spin configuration has more pairing, hence fewer unpaired electrons.","Incorrect. Low-spin d⁵ has one unpaired, paramagnetic.","Incorrect. High-spin d¹⁰ has no unpaired electrons (diamagnetic).","Incorrect. A low-spin d5 complex actually possesses one unpaired electron, whereas this option incorrectly implies a different magnetic state.","High-Spin vs Low-Spin Complexes","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.3","1","reviewed","","True","True","High-Spin vs Low-Spin Complexes","Crystal Field Splitting in Octahedral Field","[0, 0, 1]","conceptual","advanced","120","60","1.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_HighSpinLowSpin_07","The complex [Fe(CN)₆]⁴⁻ is low-spin and diamagnetic, while [Fe(H₂O)₆]²⁺ is high-spin and paramagnetic. This difference is due to:","CN⁻ is a strong field ligand causing large Δ₀, while H₂O is a weak field ligand.","The hydration enthalpy differs.","Fe has a higher oxidation state in the cyanide complex.","The geometry is different.","Correct. CN⁻ is a strong field π-acceptor, leading to large Δ₀ > P, pairing all electrons (t₂g⁶). H₂O is weaker field, Δ₀ < P, giving high-spin (t₂g⁴ eg²).","Incorrect. Hydration enthalpy is not the direct cause of spin state.","Incorrect. Both contain Fe²⁺.","Incorrect. Both are octahedral.","High-Spin vs Low-Spin Complexes","Spectrochemical Series, Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.4","1","reviewed","","True","True","High-Spin vs Low-Spin Complexes","Spectrochemical Series, Crystal Field Splitting in Octahedral Field","[0, 0, 1]","conceptual","advanced","135","60","1.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_HighSpinLowSpin_08","The magnetic moment of [Co(NH₃)₆]³⁺ is zero, while that of [CoF₆]³⁻ is approximately 4.9 BM. This indicates:","Both are high-spin.","The cobalt oxidation state is different.","[Co(NH₃)₆]³⁺ is low-spin (d⁶, t₂g⁶) and [CoF₆]³⁻ is high-spin (d⁶, t₂g⁴ eg²).","Both are low-spin.","Incorrect.","Incorrect. Both are Co³⁺.","Correct. Co³⁺ (d⁶). NH₃ is a stronger field ligand, causing low-spin (paired, diamagnetic). F⁻ is weak field, giving high-spin (four unpaired electrons, μ ≈ √(4×6)=√24=4.9 BM).","Incorrect.","High-Spin vs Low-Spin Complexes","Magnetic Properties from Unpaired d-electrons, Spectrochemical Series","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.4","3","reviewed","","True","True","High-Spin vs Low-Spin Complexes","Magnetic Properties from Unpaired d-electrons, Spectrochemical Series","[0, 0, 1]","conceptual","advanced","115","60","1.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_HighSpinLowSpin_09","The spin state of an octahedral complex can be determined experimentally by:","Magnetic susceptibility measurements.","Conductivity measurements.","IR spectroscopy.","UV-Vis spectroscopy.","Correct. Magnetic moment (from magnetic susceptibility) directly gives the number of unpaired electrons, distinguishing high-spin from low-spin.","Incorrect. Conductivity indicates electrolyte type, not spin state.","Incorrect. IR gives ligand information, not spin state.","Incorrect. UV-Vis gives Δ₀ but not directly the spin state without additional data.","High-Spin vs Low-Spin Complexes","Magnetic Properties from Unpaired d-electrons","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.3","1","reviewed","","True","True","High-Spin vs Low-Spin Complexes","Magnetic Properties from Unpaired d-electrons","[0, 0, 1]","conceptual","advanced","75","60","1.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_HighSpinLowSpin_10","For a d⁷ octahedral complex, the high-spin configuration has how many unpaired electrons?","4","1","2","3","Incorrect. That would be d⁵.","Incorrect. Low-spin d⁷: t₂g⁶ eg¹, one unpaired.","Incorrect. That would be d⁸.","Correct. High-spin d⁷: t₂g⁵ eg², three unpaired electrons.","High-Spin vs Low-Spin Complexes","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.3","4","reviewed","","True","True","High-Spin vs Low-Spin Complexes","Crystal Field Splitting in Octahedral Field","[0, 0, 1]","conceptual","advanced","70","60","1.0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"NCERT_JahnTeller_01","What is the Jahn-Teller effect?","The distortion of a non-linear molecule to remove orbital degeneracy and lower its energy.","The pairing of electrons in a strong field.","The splitting of d-orbitals in a crystal field.","The color change of complexes with temperature.","Correct. The Jahn-Teller theorem states that any non-linear molecule in a degenerate electronic state will distort to remove the degeneracy and achieve a lower energy.","Incorrect. That is spin pairing.","Incorrect. That is crystal field splitting.","Incorrect. That is thermochromism, not Jahn-Teller.","Jahn-Teller Distortion","Crystal Field Stabilization Energy, Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.8, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.5","1","reviewed","","True","True","Jahn-Teller Distortion","Crystal Field Stabilization Energy, Crystal Field Splitting in Octahedral Field","[0, 1, 0]","conceptual","advanced","115","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"NCERT_JahnTeller_02","Which of the following electronic configurations in an octahedral field is most likely to exhibit Jahn-Teller distortion?","d³ (t₂g³)","d⁵ (t₂g³ eg², high-spin)","d⁹ (t₂g⁶ eg³)","d¹⁰ (t₂g⁶ eg⁴)","Incorrect. d³ has no degeneracy in the eg orbitals (t₂g³ only).","Incorrect. High-spin d⁵ has one electron in each of the five d-orbitals (t₂g³eg²), so the eg set is symmetrically half-filled with no unequal occupation — there is no Jahn-Teller distortion.","Correct. d⁹ has the configuration t₂g⁶eg³, meaning the two eg orbitals are unequally occupied (one has 2 electrons, the other has 1). This asymmetry is the classic case of strong Jahn-Teller distortion, as seen in Cu²⁺ complexes.","Incorrect. d¹⁰ has no unpaired electrons and no degeneracy.","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.6","3","reviewed","","True","True","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0, 1, 0]","conceptual","advanced","90","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"NCERT_JahnTeller_03","Which of the following complexes exhibits a strong Jahn-Teller distortion?","[Zn(NH₃)₄]²⁺","[Co(NH₃)₆]³⁺","[Cr(H₂O)₆]³⁺","[Cu(H₂O)₆]²⁺","Incorrect. Zn²⁺ (d¹⁰) has no degeneracy.","Incorrect. Co³⁺ (d⁶, low-spin) has no degeneracy (t₂g⁶).","Incorrect. Cr³⁺ (d³) has no degeneracy; regular octahedral.","Correct. Cu²⁺ (d⁹) is the classic example of Jahn-Teller distortion, leading to elongated octahedral geometry.","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.5","4","reviewed","","True","True","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0, 1, 0]","conceptual","advanced","65","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"NCERT_JahnTeller_04","The Jahn-Teller distortion in an octahedral complex usually results in:","A loss of all unpaired electrons.","A change in the oxidation state of the metal.","A change from octahedral to tetrahedral geometry.","Elongation along one axis (z-axis) or compression.","Incorrect. Distortion does not change the electron count.","Incorrect. Oxidation state remains unchanged.","Incorrect. The geometry remains octahedral (distorted), not tetrahedral.","Correct. The most common distortion is elongation along the z-axis (or compression), lowering the symmetry from Oₕ to D₄ₕ.","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.5","4","reviewed","","True","True","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0, 1, 0]","conceptual","advanced","110","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"NCERT_JahnTeller_05","Why does Cu²⁺ (d⁹) show a strong Jahn-Teller effect?","Because Cu²⁺ is small.","Because Cu²⁺ has a d¹⁰ configuration.","In an octahedral field, the d⁹ configuration has an uneven occupancy of the eg orbitals (one orbital doubly occupied, one singly), leading to a degenerate ground state that distorts to remove degeneracy.","Because Cu²⁺ has a high charge density.","Incorrect. Size is not the direct cause.","Incorrect. Cu²⁺ is d⁹, not d¹⁰.","Correct. The degeneracy arises from the fact that the two eg orbitals (dx²-y² and dz²) are not equally filled; one has two electrons, the other one. This results in a degenerate electronic state that distorts.","Incorrect. Charge density is not the direct cause.","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.6","3","reviewed","","True","True","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0, 1, 0]","conceptual","advanced","145","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"NCERT_JahnTeller_06","Which of the following d-electron configurations in octahedral geometry would not exhibit Jahn-Teller distortion?","d⁹","Low-spin d⁷","d³","High-spin d⁴","Incorrect. d9 has configuration t2g^6 eg^3, with the eg orbitals unequally occupied (one doubly, one singly), causing strong Jahn-Teller distortion.","Incorrect. Low-spin d7 has configuration t2g^6 eg^1, an unequal occupation of the eg orbitals, which causes strong Jahn-Teller distortion.","Correct. d3 has configuration t2g^3 eg^0. The t2g orbitals point between the ligands and their symmetric, singly-occupied arrangement produces no significant electronic degeneracy, so d3 shows no Jahn-Teller distortion.","Incorrect. High-spin d4 has configuration t2g^3 eg^1, an unequal (single) occupation of the two eg orbitals, which causes strong Jahn-Teller distortion.","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.6","3","reviewed","","True","True","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0, 1, 0]","conceptual","advanced","75","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"NCERT_JahnTeller_07","The Jahn-Teller distortion in [Cu(NH₃)₄]²⁺ (which is square planar) is so strong that the axial ligands are:","Strongly bonded, forming an octahedron.","Replaced by water.","The complex becomes tetrahedral.","Very weakly bonded, often not present in solution.","Incorrect. They are weakly bonded, not strongly.","Incorrect. They may be replaced, but the key is the distortion weakens axial bonds.","Incorrect. The geometry is distorted octahedral/square planar, not tetrahedral.","Correct. In aqueous solution, [Cu(NH₃)₄]²⁺ actually exists as [Cu(NH₃)₄(H₂O)₂]²⁺ with elongated axial bonds; often the axial ligands are very weakly bound and may be omitted in formulas, giving a square planar appearance.","Jahn-Teller Distortion","Coordination Number and Geometry Relationships","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","1.5","4","reviewed","","True","True","Jahn-Teller Distortion","Coordination Number and Geometry Relationships","[0, 1, 0]","conceptual","advanced","105","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"NCERT_JahnTeller_08","Which of the following metal ions is most likely to exhibit a Jahn-Teller distorted octahedral geometry?","Zn²⁺ (d¹⁰)","Mn²⁺ (d⁵, high-spin)","Ni²⁺ (d⁸)","Cu²⁺ (d⁹)","Incorrect. Zn2+ (d10) has configuration t2g^6 eg^4, a fully symmetric filled arrangement, so it shows no Jahn-Teller distortion.","Incorrect. High-spin Mn2+ (d5) has configuration t2g^3 eg^2, a symmetric half-filled arrangement with no unequal orbital occupation, so it shows no Jahn-Teller distortion.","Incorrect. Ni2+ (d8) has configuration t2g^6 eg^2, with both eg orbitals equally occupied, so there is no Jahn-Teller distortion.","Correct. Cu2+ (d9) has configuration t2g^6 eg^3: one eg orbital is doubly occupied and the other singly occupied. This unequal occupation of orbitals pointing directly at the ligands produces strong Jahn-Teller distortion.","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.5","4","reviewed","","True","True","Jahn-Teller Distortion","Crystal Field Splitting in Octahedral Field","[0, 1, 0]","conceptual","advanced","85","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"NCERT_JahnTeller_09","The Jahn-Teller distortion is a consequence of:","The pairing of electrons in d-orbitals.","The lowering of symmetry to remove electronic degeneracy, thereby lowering the total energy.","The interaction with the magnetic field.","The increase in bond angles to reduce repulsion.","Incorrect. Pairing is a separate phenomenon.","Correct. Distortion removes degeneracy, which stabilizes the system (the energy lowering outweighs the increase in strain).","Incorrect. It is an electronic effect, not magnetic field dependent.","Incorrect. The distortion changes bond lengths, not primarily bond angles.","Jahn-Teller Distortion","Crystal Field Stabilization Energy","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.5","2","reviewed","","True","True","Jahn-Teller Distortion","Crystal Field Stabilization Energy","[0, 1, 0]","conceptual","advanced","110","60","1.0","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
